movieId,Director,TopTwoActors,releaseDate
2118,David Cronenberg,"['Christopher Walken', 'Brooke Adams']",1983-10-21
4143,Jamie Blanks,"['Denise Richards', 'David Boreanaz']",2001-02-01
45028,Robert Altman,"['Meryl Streep', 'Lindsay Lohan']",2006-06-09
6055,Leon Ichaso,"['Wesley Snipes', 'Michael Wright']",1994-02-25
37844,Malcolm D. Lee,"['Nick Cannon', 'Shad Moss']",2005-09-23
2395,Wes Anderson,"['Jason Schwartzman', 'Olivia Williams']",1998-09-17
82095,Colin Strause,"['Eric Balfour', 'Scottie Thompson']",2010-11-11
129428,John Madden,"['Dev Patel', 'Judi Dench']",2015-02-26
60289,Patricia Rozema,"['Abigail Breslin', ""Chris O'Donnell""]",2008-07-02
33815,Mark Rosman,"['Hilary Duff', 'Heather Locklear']",2005-06-17
3425,Spike Lee,"['Denzel Washington', 'Spike Lee']",1990-08-03
5047,Steve Oedekerk,"['Hui Lou Chen', 'Tad Horino']",2002-01-25
6659,Ron Underwood,"['Kevin Bacon', 'Fred Ward']",1990-01-19
6379,Rob Schmidt,"['Desmond Harrington', 'Eliza Dushku']",2003-05-30
2540,James Foley,"['Mark Wahlberg', 'Chow Yun-fat']",1999-03-12
102194,Jeff Nichols,"['Matthew McConaughey', 'Tye Sheridan']",2013-05-01
51088,Ben Garant,"['Lennie Loftin', 'Danny DeVito']",2007-02-23
70565,Neal Brennan,"['Jeremy Piven', 'Ving Rhames']",2009-08-14
5448,Tuck Tucker,"['Spencer Klein', 'Francesca Smith']",2002-06-28
41716,Richard Shepard,"['Pierce Brosnan', 'Greg Kinnear']",2005-05-12
1477,Theodore Witcher,"['Larenz Tate', 'Nia Long']",1997-03-14
140247,Joel Edgerton,"['Jason Bateman', 'Rebecca Hall']",2015-07-30
4168,Tommy O'Haver,"['Kirsten Dunst', 'Ben Foster']",2001-03-08
2502,Mike Judge,"['Ron Livingston', 'Jennifer Aniston']",1999-02-19
2718,Michael Patrick Jann,"['Kirsten Dunst', 'Ellen Barkin']",1999-07-23
118985,Tim Burton,"['Amy Adams', 'Christoph Waltz']",2014-12-24
2387,Peter Berg,"['Jon Favreau', 'Leland Orser']",1998-09-11
7616,Brian De Palma,"['Craig Wasson', 'Melanie Griffith']",1984-10-25
77667,Jorma Taccone,"['Will Forte', 'Kristen Wiig']",2010-05-21
6552,Stephen Frears,"['Chiwetel Ejiofor', 'Audrey Tautou']",2002-09-05
100083,Griffin Dunne,"['Anna Faris', 'Emma Stone']",2013-01-01
95309,Lorene Scafaria,"['Steve Carell', 'Keira Knightley']",2012-06-22
84615,Miguel Arteta,"['Anne Heche', 'Ed Helms']",2011-02-11
2329,Tony Kaye,"['Edward Norton', 'Edward Furlong']",1998-10-30
2686,François Girard,"['Carlo Cecchi', 'Irene Grazioli']",1998-09-10
2966,David Lynch,"['Richard Farnsworth', 'Sissy Spacek']",1999-10-15
5347,Scott Kalvert,"['Stephen Dorff', 'Fairuza Balk']",2002-05-03
109895,Jason Bateman,"['Jason Bateman', 'Kathryn Hahn']",2013-09-06
58162,David Schwimmer,"['Simon Pegg', 'Thandie Newton']",2007-09-06
53550,Werner Herzog,"['Christian Bale', 'Steve Zahn']",2006-09-09
132496,Dan Fogelman,"['Al Pacino', 'Annette Bening']",2015-03-19
93512,Jay Duplass,"['Jason Segel', 'Ed Helms']",2011-09-13
521,Peter Medak,"['Gary Oldman', 'Lena Olin']",1993-09-13
2912,Steven Soderbergh,"['Terence Stamp', 'Lesley Ann Warren']",1999-05-15
33166,Paul Haggis,"['Sandra Bullock', 'Don Cheadle']",2004-01-13
4024,Terence Davies,"['Gillian Anderson', 'Dan Aykroyd']",2000-09-23
45503,Victor Salva,"['Scott Mechlowicz', 'Nick Nolte']",2006-03-30
3943,Spike Lee,"['Damon Wayans', 'Savion Glover']",2000-10-06
130452,Noah Baumbach,"['Ben Stiller', 'Naomi Watts']",2015-04-03
6197,David Cronenberg,"['Ralph Fiennes', 'Miranda Richardson']",2002-12-13
3276,Eric Blakeney,"['Sandra Bullock', 'Liam Neeson']",2000-02-04
5994,Douglas McGrath,"['Charlie Hunnam', 'Nathan Lane']",2002-12-27
99750,Ariel Vromen,"['Michael Shannon', 'Winona Ryder']",2012-09-01
3858,John Waters,"['Melanie Griffith', 'Stephen Dorff']",2000-05-17
95761,William Friedkin,"['Matthew McConaughey', 'Emile Hirsch']",2011-09-10
79946,Derrick Borte,"['David Duchovny', 'Demi Moore']",2009-09-13
6337,Richard Kwietniowski,"['Philip Seymour Hoffman', 'Minnie Driver']",2003-05-02
54934,Bob Odenkirk,"['Will Arnett', 'Will Forte']",2007-09-07
56389,Wong Kar-wai,"['Norah Jones', 'Jude Law']",2007-05-16
5675,Guy Ritchie,"['Madonna', 'Adriano Giannini']",2002-10-11
6618,Stephen Chow,"['Stephen Chow', 'Ng Man-Tat']",2001-07-12
27664,Vincent Gallo,"['Vincent Gallo', 'Chloë Sevigny']",2004-08-27
91571,Ralph Fiennes,"['Gerard Butler', 'Ralph Fiennes']",2011-02-14
31114,Dan Harris,"['Sigourney Weaver', 'Ryan Donowho']",2004-09-14
4879,Mel Smith,"['Minnie Driver', 'Mary McCormack']",2001-07-16
71429,Bobcat Goldthwait,"['Robin Williams', 'Alexie Gilmore']",2009-08-20
47937,Christopher Smith,"['Danny Dyer', 'Laura Harris']",2006-05-19
46572,Stuart Gordon,"['William H. Macy', 'Joe Mantegna']",2005-08-31
8387,Alan Metter,"['George Gaynes', 'G. W. Bailey']",1994-06-09
122932,Michael Radford,"['Shirley MacLaine', 'Christopher Plummer']",2014-03-07
74647,Katherine Dieckmann,"['Uma Thurman', 'Minnie Driver']",2009-01-21
8918,Michael Clancy,"['Hank Azaria', 'Jesse Bradford']",2004-10-15
66785,Kim Jee-woon,"['Song Kang-ho', 'Lee Byung-hun']",2008-07-16
67734,Greg Mottola,"['Jesse Eisenberg', 'Kristen Stewart']",2009-04-03
3177,Steve Carr,"['Ice Cube', 'Mike Epps']",2000-01-12
126420,Sarik Andreasyan,"['Hayden Christensen', 'Adrien Brody']",2014-09-11
7569,Lewis Gilbert,"['Sean Connery', 'Akiko Wakabayashi']",1967-06-12
115151,Julian Gilbey,"['Ed Speleers', 'Will Poulter']",2014-04-30
1996,Gary Sherman,"['Tom Skerritt', 'Nancy Allen']",1988-06-10
4799,Stanley Kramer,"['Spencer Tracy', 'Milton Berle']",1963-11-07
44694,Pedro Almodóvar,"['Penélope Cruz', 'Carmen Maura']",2006-03-16
610,Gerald Potterton,"['Rodger Bumpass', 'Jackie Burroughs']",1981-08-07
72224,Jared Hess,"['Michael Angarano', 'Sam Rockwell']",2009-09-30
41,Richard Loncraine,"['Ian McKellen', 'Annette Bening']",1995-12-29
143472,David Hackl,"['James Marsden', 'Thomas Jane']",2015-02-27
86320,Lars von Trier,"['Kirsten Dunst', 'Charlotte Gainsbourg']",2011-05-26
1214,Ridley Scott,"['Tom Skerritt', 'Sigourney Weaver']",1979-05-25
2459,Tobe Hooper,"['Marilyn Burns', 'Allen Danziger']",1974-10-01
76763,Floria Sigismondi,"['Dakota Fanning', 'Kristen Stewart']",2010-03-19
4857,Norman Jewison,"['Chaim Topol', 'Norma Crane']",1971-11-03
2993,Terence Young,"['Sean Connery', 'Claudine Auger']",1965-12-16
998,F. Gary Gray,"['Jada Pinkett Smith', 'Queen Latifah']",1996-11-06
2975,Malcolm D. Lee,"['Nia Long', 'Morris Chestnut']",1999-10-22
1991,Tom Holland,"['Catherine Hicks', 'Chris Sarandon']",1988-11-08
53894,Michael Moore,"['Michael Moore', 'George W. Bush']",2007-05-18
112818,James DeMonaco,"['Frank Grillo', 'Carmen Ejogo']",2014-07-17
3225,Kris Isacsson,"['Freddie Prinze Jr.', 'Julia Stiles']",2000-01-21
8807,Danny Leiner,"['John Cho', 'Kal Penn']",2004-05-30
3952,Rod Lurie,"['Gary Oldman', 'Joan Allen']",2000-10-13
3298,Ben Younger,"['Giovanni Ribisi', 'Vin Diesel']",2000-02-18
3039,John Landis,"['Eddie Murphy', 'Dan Aykroyd']",1983-06-07
50147,Glen Morgan,"['Katie Cassidy', 'Michelle Trachtenberg']",2006-12-25
7457,Daniel Taplitz,"['Jamie Foxx', 'Morris Chestnut']",2004-05-14
1224,Kenneth Branagh,"['Kenneth Branagh', 'Derek Jacobi']",1989-10-05
56333,Tamara Jenkins,"['Laura Linney', 'Philip Seymour Hoffman']",2007-01-19
6295,Linda Mendoza,"['Roselyn Sánchez', 'Sofía Vergara']",2003-04-16
3896,Christopher McQuarrie,"['Benicio del Toro', 'Ryan Phillippe']",2000-09-08
5577,Burr Steers,"['Kieran Culkin', 'Claire Danes']",2002-09-13
6811,Hart Bochner,"['Jeremy Piven', 'Chris Young']",1994-04-29
61246,Andrew Fleming,"['Steve Coogan', 'Catherine Keener']",2008-01-21
2337,Todd Haynes,"['Ewan McGregor', 'Christian Bale']",1998-10-23
159061,Na Hong-jin,"['Kwak Do-won', 'Hwang Jung-min']",2016-05-12
7248,Chatrichalerm Yukol,"['M.L. Piyapas Bhirombhakdi', 'Sarunyu Wongkrachang']",2001-08-17
5788,Mike Leigh,"['James Corden', 'Timothy Spall']",2002-05-17
2470,Peter Faiman,"['Paul Hogan', 'Linda Kozlowski']",1986-09-26
56169,Joby Harold,"['Hayden Christensen', 'Jessica Alba']",2007-11-28
4128,Joel Schumacher,"['Jason Patric', 'Corey Haim']",1987-07-31
73023,Scott Cooper,"['Jeff Bridges', 'Maggie Gyllenhaal']",2009-12-16
674,Roger Vadim,"['Jane Fonda', 'John Phillip Law']",1968-10-10
2599,Alexander Payne,"['Matthew Broderick', 'Reese Witherspoon']",1999-04-23
51884,Mira Nair,"['Kal Penn', 'Tabu']",2006-09-02
126548,Ari Sandel,"['Mae Whitman', 'Robbie Amell']",2015-02-20
4775,Vondie Curtis-Hall,"['Mariah Carey', 'Max Beesley']",2001-09-21
71327,Jane Campion,"['Abbie Cornish', 'Ben Whishaw']",2009-11-05
105954,J.C. Chandor,['Robert Redford'],2013-10-18
2682,John Sayles,"['Mary Elizabeth Mastrantonio', 'David Strathairn']",1999-06-04
47894,Ken Loach,"['Cillian Murphy', 'Pádraic Delaney']",2006-05-18
33781,Mervyn LeRoy,"['Robert Taylor', 'Deborah Kerr']",1951-11-08
296,Quentin Tarantino,"['John Travolta', 'Samuel L. Jackson']",1994-10-08
3396,James Frawley,"['Jim Henson', 'Frank Oz']",1979-05-31
115569,Dan Gilroy,"['Jake Gyllenhaal', 'Rene Russo']",2014-10-23
7319,Jay Chandrasekhar,"['Kevin Heffernan', 'Jay Chandrasekhar']",2004-02-27
1035,Robert Wise,"['Julie Andrews', 'Christopher Plummer']",1965-03-02
2100,Ron Howard,"['Tom Hanks', 'Daryl Hannah']",1984-03-09
46578,Jonathan Dayton,"['Greg Kinnear', 'Toni Collette']",2006-07-26
1259,Rob Reiner,"['Wil Wheaton', 'River Phoenix']",1986-08-22
6502,Danny Boyle,"['Cillian Murphy', 'Naomie Harris']",2002-10-31
7259,Chris Stokes,"['Marques Houston', 'Omarion']",2004-01-30
8340,Don Siegel,"['Clint Eastwood', 'Patrick McGoohan']",1979-06-22
5664,Rick Famuyiwa,"['Sanaa Lathan', 'Taye Diggs']",2002-10-05
626,Martin Lawrence,"['Lynn Whitfield', 'Martin Lawrence']",1996-04-04
89864,Jonathan Levine,"['Joseph Gordon-Levitt', 'Seth Rogen']",2011-09-30
109483,Tom Gormican,"['Zac Efron', 'Miles Teller']",2014-01-29
5768,Ken Shapiro,"['Chevy Chase', ""Patti D'Arbanville""]",1981-12-25
497,Kenneth Branagh,"['Kenneth Branagh', 'Richard Briers']",1993-05-07
3633,Peter R. Hunt,"['George Lazenby', 'Diana Rigg']",1969-12-12
366,Wes Craven,"['Heather Langenkamp', 'Robert Englund']",1994-10-13
2888,John Schultz,"['Melissa Joan Hart', 'Stephen Collins']",1999-10-01
44709,Doug Atchison,"['Keke Palmer', 'Laurence Fishburne']",2006-04-28
1753,Tamra Davis,"['Dave Chappelle', 'Tommy Chong']",1998-01-16
3535,Mary Harron,"['Christian Bale', 'Willem Dafoe']",2000-04-13
5505,Miguel Arteta,"['Jennifer Aniston', 'Jake Gyllenhaal']",2002-01-12
72167,Troy Duffy,"['Sean Patrick Flanery', 'Norman Reedus']",2009-11-24
105211,Nicole Holofcener,"['Julia Louis-Dreyfus', 'Catherine Keener']",2013-09-18
80549,Will Gluck,"['Emma Stone', 'Stanley Tucci']",2010-09-10
476,Matty Rich,"['Larenz Tate', 'Joe Morton']",1994-04-22
4036,E. Elias Merhige,"['John Malkovich', 'Willem Dafoe']",2000-05-15
612,Matt Reeves,"['David Schwimmer', 'Gwyneth Paltrow']",1996-05-03
3909,Fina Torres,"['Penélope Cruz', 'Murilo Benicio']",2000-09-22
3260,James Ivory,"['Vanessa Redgrave', 'Helena Bonham Carter']",1992-03-13
139855,Charlie Kaufman,"['David Thewlis', 'Jennifer Jason Leigh']",2015-12-30
5613,François Ozon,"['Catherine Deneuve', 'Isabelle Huppert']",2002-01-08
2280,David Dobkin,"['Joaquin Phoenix', 'Vince Vaughn']",1998-09-25
80693,Ryan Fleck,"['Keir Gilchrist', 'Emma Roberts']",2010-07-06
83270,Nigel Cole,"['Sally Hawkins', 'Bob Hoskins']",2010-09-11
1442,Steve James,"['Jared Leto', 'R. Lee Ermey']",1997-01-24
74553,Tomm Moore,"['Evan McGuire', 'Christen Mooney']",2009-02-09
111622,John Carney,"['Mark Ruffalo', 'Keira Knightley']",2013-09-07
45382,David Jacobson,"['Edward Norton', 'Evan Rachel Wood']",2005-05-13
53468,Andrew Currie,"['Billy Connolly', 'Carrie-Anne Moss']",2006-09-07
60832,Marc Schölermann,"['Milo Ventimiglia', 'Alyssa Milano']",2008-04-11
55391,Robert Moresco,"['James Marsden', 'Brian Dennehy']",2006-02-19
33421,Thomas Vinterberg,"['Jamie Bell', 'Bill Pullman']",2005-01-22
1274,Katsuhiro Ōtomo,"['Mitsuo Iwata', 'Nozomu Sasaki']",1988-07-16
149612,Keith Parmer,"['Jean-Claude Van Damme', 'Brad Carter']",2014-04-20
43744,Ol Parker,"['Piper Perabo', 'Lena Headey']",2005-02-01
6538,François Ozon,"['Charlotte Rampling', 'Ludivine Sagnier']",2003-05-18
6583,David Webb Peoples,"['Rutger Hauer', 'Joan Chen']",1989-10-19
1962,Bruce Beresford,"['Morgan Freeman', 'Jessica Tandy']",1989-12-13
1621,"George Tillman, Jr.","['Vivica A. Fox', 'Nia Long']",1997-09-26
112,Stanley Tong,"['Jackie Chan', 'Anita Mui']",1995-01-30
44195,Jason Reitman,"['Aaron Eckhart', 'Maria Bello']",2005-09-05
53435,Eli Roth,"['Lauren German', 'Bijou Phillips']",2007-06-08
71579,Lone Scherfig,"['Carey Mulligan', 'Olivia Williams']",2009-10-29
39414,Anand Tucker,"['Steve Martin', 'Claire Danes']",2005-10-21
5959,Joe Carnahan,"['Jason Patric', 'Ray Liotta']",2002-01-14
5829,Paul Gross,"['Paul Gross', 'Molly Parker']",2002-09-20
71248,Mike Judge,"['Jason Bateman', 'Mila Kunis']",2009-09-03
6563,Larry Charles,"['Bob Dylan', 'Jeff Bridges']",2003-08-08
5575,Claude Miller,"['Sandrine Kiberlain', 'Nicole Garcia']",2001-09-01
8800,Michael Winterbottom,"['Tim Robbins', 'Samantha Morton']",2003-09-02
55442,Vincent Paronnaud,"['Chiara Mastroianni', 'Danielle Darrieux']",2007-05-23
62644,Dennis Gansel,"['Jürgen Vogel', 'Frederick Lau']",2008-03-11
155064,Nicolas Winding Refn,"['Elle Fanning', 'Karl Glusman']",2016-06-08
74948,Daniel Barber,"['Michael Caine', 'Emily Mortimer']",2009-11-11
2965,Robert Marcarelli,"['Casper Van Dien', 'Michael York']",1999-10-15
56367,Jason Reitman,"['Ellen Page', 'Michael Cera']",2007-12-05
3984,Guy Hamilton,"['Sean Connery', 'Jill St. John']",1971-12-13
858,Francis Ford Coppola,"['Marlon Brando', 'Al Pacino']",1972-03-14
2942,Adrian Lyne,"['Jennifer Beals', 'Michael Nouri']",1983-04-14
69757,Marc Webb,"['Joseph Gordon-Levitt', 'Zooey Deschanel']",2009-07-17
509,Jane Campion,"['Holly Hunter', 'Harvey Keitel']",1993-05-19
95449,Steven Soderbergh,"['Channing Tatum', 'Matthew McConaughey']",2012-06-28
6040,Jonathan Liebesman,"['Chaney Kley', 'Emma Caulfield']",2003-01-24
2991,Guy Hamilton,"['Roger Moore', 'Yaphet Kotto']",1973-07-05
3189,Jay Russell,"['Frankie Muniz', 'Diane Lane']",2000-01-14
58047,Adam Brooks,"['Ryan Reynolds', 'Abigail Breslin']",2008-02-08
39292,George Clooney,"['David Strathairn', 'Jeff Daniels']",2005-09-16
37741,Bennett Miller,"['Philip Seymour Hoffman', 'Allie Mickelson']",2005-09-30
163,Robert Rodriguez,"['Antonio Banderas', 'Salma Hayek']",1995-08-25
2528,Michael Anderson,"['Michael York', 'Richard Jordan']",1976-06-23
3639,Guy Hamilton,"['Roger Moore', 'Christopher Lee']",1974-12-01
3710,Craig R. Baxley,"['Carl Weathers', 'Craig T. Nelson']",1988-02-12
40732,Neil Marshall,"['Shauna Macdonald', 'Natalie Mendoza']",2005-07-08
4453,James D. Stern,"['Michael Jordan', 'Phil Jackson']",2000-05-05
125,David O. Russell,"['Ben Stiller', 'Patricia Arquette']",1996-03-22
34323,Rob Zombie,"['Sid Haig', 'Bill Moseley']",2005-07-22
127198,Rick Famuyiwa,"['Shameik Moore', 'Kiersey Clemons']",2015-06-19
2812,Michael Rymer,"['Omar Epps', 'LL Cool J']",1999-08-25
6290,Rob Zombie,"['Sid Haig', 'Bill Moseley']",2003-04-11
71464,Joel Coen,"['Michael Stuhlbarg', 'Richard Kind']",2009-10-02
79897,Aaron Schneider,"['Bill Murray', 'Sissy Spacek']",2010-01-22
72720,Tom Ford,"['Colin Firth', 'Julianne Moore']",2009-10-19
2022,Martin Scorsese,"['Willem Dafoe', 'Harvey Keitel']",1988-08-12
2836,Michael Corrente,"['Shawn Hatosy', 'Amy Smart']",1999-08-16
31694,Gurinder Chadha,"['Aishwarya Rai Bachchan', 'Martin Henderson']",2004-02-11
5446,Phillip Noyce,"['Everlyn Sampi', 'Tianna Sansbury']",2002-02-04
59336,David Mamet,"['Chiwetel Ejiofor', 'Tim Allen']",2008-04-07
77421,Jay Duplass,"['John C. Reilly', 'Jonah Hill']",2010-06-18
5680,Paul Schrader,"['Greg Kinnear', 'Willem Dafoe']",2002-10-18
51174,George Hickenlooper,"['Sienna Miller', 'Guy Pearce']",2006-12-29
90376,Lynne Ramsay,"['John C. Reilly', 'Tilda Swinton']",2011-09-28
4204,Curtis Hanson,"['Tom Cruise', 'Jackie Earle Haley']",1983-04-08
718,Jean-Marie Poiré,"['Jean Reno', 'Valérie Lemercier']",1993-01-27
81791,Sofia Coppola,"['Stephen Dorff', 'Chris Pontius']",2010-09-03
1679,Alex Zamm,"[""Scott 'Carrot Top' Thompson"", 'Courtney Thorne-Smith']",1998-03-13
89047,Spencer Susser,"['Joseph Gordon-Levitt', 'Natalie Portman']",2010-01-22
6162,Gus Van Sant,"['Casey Affleck', 'Matt Damon']",2002-01-12
3275,Troy Duffy,"['Willem Dafoe', 'Norman Reedus']",1999-01-22
2401,Clint Eastwood,"['Clint Eastwood', 'Michael Moriarty']",1985-06-28
441,Richard Linklater,"['Jason London', 'Rory Cochrane']",1993-09-24
61123,Kenny Ortega,"['Zac Efron', 'Vanessa Hudgens']",2007-08-17
34523,Arie Posin,"['Jamie Bell', 'Camilla Belle']",2005-06-08
96917,Mark Tonderai,"['Jennifer Lawrence', 'Max Thieriot']",2012-09-21
86781,Denis Villeneuve,"['Lubna Azabal', 'Mélissa Désormeaux-Poulin']",2010-09-04
27644,Gabriele Muccino,"['Fabrizio Bentivoglio', 'Laura Morante']",2003-02-11
55721,José Padilha,"['Wagner Moura', 'Caio Junqueira']",2007-10-12
114713,John R. Leonetti,"['Annabelle Wallis', 'Ward Horton']",2014-10-02
6796,John Singleton,"['Laurence Fishburne', 'Cuba Gooding Jr.']",1991-07-12
3478,Luis Valdez,"['Lou Diamond Phillips', 'Danielle von Zerneck']",1987-07-24
5745,Alan Alda,"['Alan Alda', 'Carol Burnett']",1981-05-22
4932,Brian De Palma,"['Michael Caine', 'Angie Dickinson']",1980-06-25
5076,Stephen Sommers,"['Elijah Wood', 'Courtney B. Vance']",1993-04-02
2580,Doug Liman,"['Sarah Polley', 'Katie Holmes']",1999-04-09
44864,Nicole Holofcener,"['Catherine Keener', 'Jason Isaacs']",2006-09-07
6303,Robert Wise,"['Arthur Hill', 'David Wayne']",1971-03-12
2974,Louis Morneau,"['Lou Diamond Phillips', 'Dina Meyer']",1999-10-22
6216,Caroline Link,"['Juliane Köhler', 'Merab Ninidze']",2001-12-11
90531,Steve McQueen,"['Michael Fassbender', 'Carey Mulligan']",2011-10-02
27831,Matthew Vaughn,"['Daniel Craig', 'Tom Hardy']",2004-09-30
8667,Michael Mayer,"['Colin Farrell', 'Dallas Roberts']",2004-07-23
72479,Oren Moverman,"['Ben Foster', 'Woody Harrelson']",2009-11-13
55444,Anton Corbijn,"['Sam Riley', 'Samantha Morton']",2007-09-26
1240,James Cameron,"['Arnold Schwarzenegger', 'Michael Biehn']",1984-10-26
7323,Wolfgang Becker,"['Daniel Brühl', 'Katrin Sass']",2003-02-09
68194,Tom Hooper,"['Michael Sheen', 'Timothy Spall']",2009-03-27
4533,Dan O'Bannon,"['Clu Gulager', 'James Karen']",1985-05-15
180,Kevin Smith,"['Jason Lee', 'Jeremy London']",1995-10-20
1380,Randal Kleiser,"['John Travolta', 'Olivia Newton-John']",1978-07-07
1090,Oliver Stone,"['Tom Berenger', 'Charlie Sheen']",1986-12-18
8622,Michael Moore,"['Robert De Niro', 'Michael Moore']",2004-06-25
1304,George Roy Hill,"['Paul Newman', 'Robert Redford']",1969-09-23
1028,Robert Stevenson,"['Julie Andrews', 'Dick Van Dyke']",1964-08-27
1956,Robert Redford,"['Donald Sutherland', 'Mary Tyler Moore']",1980-09-19
1947,Robert Wise,"['Natalie Wood', 'Richard Beymer']",1961-10-18
3552,Harold Ramis,"['Chevy Chase', 'Rodney Dangerfield']",1980-07-25
50,Bryan Singer,"['Stephen Baldwin', 'Gabriel Byrne']",1995-07-19
1972,Stephen Hopkins,"['Robert Englund', 'Lisa Wilcox']",1989-08-11
5283,Walt Becker,"['Ryan Reynolds', 'Tara Reid']",2002-03-29
64839,Darren Aronofsky,"['Mickey Rourke', 'Marisa Tomei']",2008-09-07
3792,King Vidor,"['Jennifer Jones', 'Joseph Cotten']",1946-12-31
3911,Christopher Guest,"['Jay Brazeau', 'Parker Posey']",2000-09-19
1129,John Carpenter,"['Kurt Russell', 'Lee Van Cleef']",1981-05-22
3423,Spike Lee,"['Samuel L. Jackson', 'Laurence Fishburne']",1988-02-12
54768,Fred Savage,"['Cuba Gooding Jr.', 'Tamala Jones']",2007-08-08
1858,Sammo Hung,"['Jackie Chan', 'Richard Norton']",1997-01-31
6296,Christopher Guest,"['Bob Balaban', 'Christopher Guest']",2003-04-16
4062,Donald Petrie,"['Annabeth Gish', 'Julia Roberts']",1988-10-13
1680,Peter Howitt,"['Gwyneth Paltrow', 'John Hannah']",1998-04-23
330,Rusty Cundieff,"['Clarence Williams III', 'Corbin Bernsen']",1995-05-24
48738,Kevin Macdonald,"['Forest Whitaker', 'James McAvoy']",2006-09-01
1986,Dominique Othenin-Girard,"['Donald Pleasence', 'Danielle Harris']",1989-10-12
94896,Richard Linklater,"['Jack Black', 'Shirley MacLaine']",2012-04-27
4017,Ed Harris,"['Ed Harris', 'Marcia Gay Harden']",2000-09-06
2504,Risa Bramon Garcia,"['Ben Affleck', 'Casey Affleck']",1999-02-26
96567,Brian Klugman,"['Bradley Cooper', 'Zoe Saldana']",2012-09-07
71466,Raymond De Felitta,"['Andy García', 'Julianna Margulies']",2009-03-06
88235,John Michael McDonagh,"['Brendan Gleeson', 'Don Cheadle']",2011-07-07
3556,Sofia Coppola,"['James Woods', 'Kathleen Turner']",1999-04-21
2390,Mark Herman,"['Brenda Blethyn', 'Michael Caine']",1998-11-05
70641,Zach Cregger,"['Zach Cregger', 'Trevor Moore']",2009-03-13
2491,Mark Tarlov,"['Sarah Michelle Gellar', 'Sean Patrick Flanery']",1999-02-05
4642,John Cameron Mitchell,"['John Cameron Mitchell', 'Miriam Shor']",2001-07-20
7192,Sheldon Lettich,"['Mark Dacascos', 'Geoffrey Lewis']",1993-08-27
6932,Billy Ray,"['Hayden Christensen', 'Peter Sarsgaard']",2003-11-14
4898,David Atkins,"['Chelcie Ross', 'Steve Martin']",2001-11-23
4965,Patrick Stettner,"['Julia Stiles', 'Stockard Channing']",2001-01-19
599,Sam Peckinpah,"['William Holden', 'Ernest Borgnine']",1969-06-17
60293,Jonathan Levine,"['Ben Kingsley', 'Famke Janssen']",2008-07-03
6990,Michael Crichton,"['Sean Connery', 'Donald Sutherland']",1979-01-25
5951,Lynne Ramsay,"['Samantha Morton', 'Kathleen McDermott']",2002-01-01
5285,Peter Cattaneo,"['James Nesbitt', 'Olivia Williams']",2001-08-24
32234,Fred Zinnemann,"['Jane Fonda', 'Vanessa Redgrave']",1977-10-02
27674,Greg Marcks,"['Henry Thomas', 'Blake Heron']",2003-05-16
98296,Stefan Ruzowitzky,"['Eric Bana', 'Olivia Wilde']",2012-11-08
84847,Jim O'Hanlon,"['Romola Garai', 'Michael Gambon']",2009-10-11
6774,David Cronenberg,"['James Woods', 'Sonja Smits']",1983-02-04
6370,Cédric Klapisch,"['Romain Duris', 'Audrey Tautou']",2002-05-17
45183,Prachya Pinkaew,"['Tony Jaa', 'Petchtai Wongkamlao']",2005-08-11
6218,Gurinder Chadha,"['Parminder Nagra', 'Keira Knightley']",2002-04-11
5447,John Sayles,"['Alan King', 'Angela Bassett']",2002-06-21
74750,Jaume Balagueró,"['Manuela Velasco', 'Ferran Terraza']",2009-09-15
1234,George Roy Hill,"['Paul Newman', 'Robert Redford']",1973-12-25
1957,Hugh Hudson,"['Ben Cross', 'Ian Charleson']",1981-05-15
32009,Darren Grant,"['Kimberly Elise', 'Steve Harris']",2005-02-25
1357,Scott Hicks,"['Geoffrey Rush', 'Noah Taylor']",1996-01-21
105213,Joseph Gordon-Levitt,"['Joseph Gordon-Levitt', 'Scarlett Johansson']",2013-07-26
2921,Clint Eastwood,"['Clint Eastwood', 'Verna Bloom']",1973-04-19
4641,Terry Zwigoff,"['Thora Birch', 'Scarlett Johansson']",2001-07-20
4976,Richard Eyre,"['Judi Dench', 'Jim Broadbent']",2001-12-14
27815,Christophe Barratier,"['Gérard Jugnot', 'François Berléand']",2004-03-17
6769,Émile Gaudreault,"['Luke Kirby', 'Ginette Reno']",2003-06-06
6868,James Cox,"['Val Kilmer', 'Dylan McDermott']",2003-10-23
3424,Spike Lee,"['Danny Aiello', 'Ossie Davis']",1989-06-30
5424,James Toback,"['Sarah Michelle Gellar', 'Adrian Grenier']",2001-01-01
6214,Gaspar Noé,"['Monica Bellucci', 'Vincent Cassel']",2002-05-22
91688,George Ratliff,"['Jennifer Connelly', 'Marisa Tomei']",2011-07-15
55020,David Wain,"['Paul Rudd', 'Adam Brody']",2007-08-03
41712,Shane Meadows,"['Paddy Considine', 'Andrew Shim']",1999-08-23
90600,Morten Tyldum,"['Aksel Hennie', 'Nikolaj Coster-Waldau']",2011-08-04
102070,Jon Wright,"['Richard Coyle', 'Ruth Bradley']",2012-08-10
33826,Michael McGowan,"['Adam Butcher', 'Campbell Scott']",2004-09-11
1286,Jeannot Szwarc,"['Christopher Reeve', 'Jane Seymour']",1980-10-02
