movie_id,title,Director,Top Two Actors,release_date
887,The Best Years of Our Lives,William Wyler,"['Fredric March', 'Myrna Loy']",1946-12-25
9517,Bully,Larry Clark,"['Brad Renfro', 'Bijou Phillips']",2001-06-15
6007,Elling,Petter Næss,"['Per Christian Ellefsen', 'Sven Nordin']",2001-03-16
364083,Mi America,Robert Fontaine,"['Robert Fontaine', 'Michael Brainard']",2015-10-16
8329,[REC],Jaume Balagueró,"['Manuela Velasco', 'Ferran Terraza']",2007-04-10
69640,Lies in Plain Sight,Patricia Cardoso,"['Martha Higareda', 'Chad Michael Murray']",2010-10-03
371085,Sharkskin,No Director Found,"['No Actors Found', 'No Actors Found']",2015-01-01
347548,Containment,Neil Mcenery-West,"['Louise Brealey', 'Lee Ross']",2015-07-09
322443,The Timber,Anthony O'Brien,"['James Ransone', 'Elisa Lasowski']",2015-02-27
657,From Russia with Love,Terence Young,"['Sean Connery', 'Daniela Bianchi']",1963-10-11
28165,The Toxic Avenger Part II,Lloyd Kaufman,"['Ron Fazio', 'John Altamura']",1989-02-24
11561,Sleeper,Woody Allen,"['Woody Allen', 'Diane Keaton']",1973-12-17
270303,It Follows,David Robert Mitchell,"['Maika Monroe', 'Keir Gilchrist']",2015-02-04
11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Woody Allen,"['Woody Allen', 'John Carradine']",1972-08-06
595,To Kill a Mockingbird,Robert Mulligan,"['Gregory Peck', 'Brock Peters']",1962-12-25
8810,Mad Max 2: The Road Warrior,George Miller,"['Mel Gibson', 'Bruce Spence']",1981-12-24
12207,The Legend of Drunken Master,Liu Chia-Liang,"['Jackie Chan', 'Anita Mui']",1994-02-03
226,Boys Don't Cry,Kimberly Peirce,"['Hilary Swank', 'Chloë Sevigny']",1999-09-02
92182,Silent House,Chris Kentis,"['Elizabeth Olsen', 'Adam Trese']",2011-01-21
582,The Lives of Others,Florian Henckel von Donnersmarck,"['Martina Gedeck', 'Ulrich Mühe']",2006-03-15
72213,Courageous,Alex Kendrick,"['Alex Kendrick', 'Ken Bevel']",2011-09-30
990,The Hustler,Robert Rossen,"['Paul Newman', 'Jackie Gleason']",1961-09-25
55604,Boom Town,Jack Conway,"['Clark Gable', 'Spencer Tracy']",1940-08-30
9662,The Triplets of Belleville,Sylvain Chomet,"['Béatrice Bonifassi', 'Lina Boudreau']",2003-06-11
20862,Smoke Signals,Chris Eyre,"['Adam Beach', 'Evan Adams']",1998-01-16
2771,American Splendor,Shari Springer Berman,"['Paul Giamatti', 'Hope Davis']",2003-08-15
80,Before Sunset,Richard Linklater,"['Ethan Hawke', 'Julie Delpy']",2004-02-10
55,Amores perros,Alejandro González Iñárritu,"['Gael García Bernal', 'Vanessa Bauche']",2000-06-16
11023,Thirteen,Catherine Hardwicke,"['Evan Rachel Wood', 'Nikki Reed']",2003-08-20
33667,Gentleman's Agreement,Elia Kazan,"['Gregory Peck', 'Dorothy McGuire']",1947-11-11
39013,Winter's Bone,Debra Granik,"['Jennifer Lawrence', 'John Hawkes']",2010-06-11
11194,Touching the Void,Kevin Macdonald,"['Brendan Mackey', 'Nicholas Aaron']",2003-09-05
43839,Alexander's Ragtime Band,Henry King,"['Tyrone Power', 'Alice Faye']",1938-05-24
1382,Me and You and Everyone We Know,Miranda July,"['Miranda July', 'John Hawkes']",2005-06-17
44639,Inside Job,Charles Ferguson,"['Matt Damon', 'William Ackman']",2010-10-08
301351,We Are Your Friends,Max Joseph,"['Zac Efron', 'Emily Ratajkowski']",2015-08-26
4816,Ghost Dog: The Way of the Samurai,Jim Jarmusch,"['Forest Whitaker', 'Cliff Gorman']",1999-09-13
7873,Harsh Times,David Ayer,"['Christian Bale', 'Freddy Rodríguez']",2005-09-11
331190,Captive,Jerry Jameson,"['Kate Mara', 'David Oyelowo']",2015-09-17
15186,Full Frontal,Steven Soderbergh,"['David Duchovny', 'Nicky Katt']",2002-08-02
17994,Witchboard,Kevin Tenney,"['Stephen Nichols', 'Tawny Kitaen']",1986-12-31
1378,Shortbus,John Cameron Mitchell,"['Sook-Yin Lee', 'Paul Dawson']",2006-05-20
8885,Waltz with Bashir,Ari Folman,"['Ari Folman', 'Ron Ben-Yishai']",2008-06-25
48382,"The Book of Mormon Movie, Volume 1: The Journey",No Director Found,"['Kirby Heyborne', 'Michael Flynn']",2003-09-12
12901,No End in Sight,Charles Ferguson,"['Campbell Scott', 'Gerald Burke']",2007-07-27
250124,The Diary of a Teenage Girl,Marielle Heller,"['Bel Powley', 'Kristen Wiig']",2015-08-07
14284,In the Shadow of the Moon,David Sington,"['Buzz Aldrin', 'Michael Collins']",2007-01-19
57120,Meek's Cutoff,Kelly Reichardt,"['Michelle Williams', 'Bruce Greenwood']",2010-09-05
12228,Inside Deep Throat,Fenton Bailey,"['Dennis Hopper', 'Peter Bart']",2005-02-11
22617,Dinner Rush,Bob Giraldi,"['Danny Aiello', 'John Rothman']",2000-09-01
55561,Clockwatchers,Jill Sprecher,"['Toni Collette', 'Parker Posey']",1997-01-01
42889,The Virginity Hit,Huck Botko,"['Matt Bennett', 'Zack Pearlman']",2010-09-10
10656,Subway,Luc Besson,"['Isabelle Adjani', 'Christopher Lambert']",1985-04-10
24363,House of D,David Duchovny,"['Robin Williams', 'David Duchovny']",2005-04-15
13121,Teeth,Mitchell Lichtenstein,"['Jess Weixler', 'John Hensley']",2007-01-19
24746,Six-String Samurai,Lance Mungia,"['Jeffrey Falcon', 'Justin McGuire']",1998-09-18
325140,Hum To Mohabbat Karega,No Director Found,"['No Actors Found', 'No Actors Found']",2000-05-26
12109,It's All Gone Pete Tong,Michael Dowse,"['Paul Kaye', 'Kate Magowan']",2004-09-12
27023,Saint John of Las Vegas,Hue Rhodes,"['Steve Buscemi', 'Romany Malco']",2009-06-10
22913,24 7: Twenty Four Seven,Shane Meadows,"['Bob Hoskins', 'Danny Nussbaum']",1997-08-31
273899,Stonewall,Roland Emmerich,"['Jeremy Irvine', 'Jonny Beauchamp']",2015-09-18
20653,Roadside Romeo,No Director Found,"['Saif Ali Khan', 'Kareena Kapoor']",2008-10-24
67373,This Thing of Ours,Danny Provenzano,"['James Caan', 'James Caan']",2005-01-01
171759,The Lost Medallion: The Adventures of Billy Stone,Bill Muir,"['William Brent', 'Sammi Hanratty']",2013-03-01
206296,The Last Five Years,Richard LaGravenese,"['Anna Kendrick', 'Jeremy Jordan']",2014-11-03
35219,The Missing Person,Noah Buschel,"['Michael Shannon', 'Amy Ryan']",2009-01-16
28260,Return of the Living Dead 3,Brian Yuzna,"['Melinda Clarke', 'J. Trevor Edmond']",1993-10-01
7515,London,Hunter Richards,"['Chris Evans', 'Jessica Biel']",2005-02-10
13075,Sherrybaby,Laurie Collyer,"['Maggie Gyllenhaal', 'Michelle Hurst']",2006-09-08
335866,Circle,Aaron Hann,"['Julie Benz', 'Carter Jenkins']",2015-10-02
13510,Eden Lake,James Watkins,"['Kelly Reilly', 'Michael Fassbender']",2008-09-12
215881,Plush,Catherine Hardwicke,"['Emily Browning', 'Xavier Samuel']",2013-09-13
18238,Lesbian Vampire Killers,Phil Claydon,"['James Corden', 'Mathew Horne']",2009-03-16
22600,Gangster's Paradise: Jerusalema,Ralph Ziman,"['Daniel Buckland', 'Robert Hobbs']",2008-02-11
12612,Freeze Frame,John Simpson,"['Lee Evans', 'Sean McGinley']",2004-05-01
50698,Grave Encounters,Colin Minihan,"['Sean Rogerson', 'Juan Riedinger']",2011-09-09
115210,Stitches,Conor McMahon,"['Ross Noble', 'Tommy Knight']",2012-05-19
34335,Nine Dead,Chris Shadley,"['Melissa Joan Hart', 'John Terry']",2010-01-01
459488,"To Be Frank, Sinatra at 100",Simon Napier-Bell,['Tony Oppedisano'],2015-12-12
11302,Bananas,Woody Allen,"['Woody Allen', 'Louise Lasser']",1971-04-28
119458,Supercapitalist,Simon Yin,"['Linus Roache', 'Derek Ting']",2012-08-10
20406,Rockaway,Jeff Crook,"['Nicholas Gonzalez', 'Mario Cimarro']",2007-07-07
3766,The Lady from Shanghai,Orson Welles,"['Rita Hayworth', 'Orson Welles']",1947-12-24
18616,No Man's Land: The Rise of Reeker,Dave Payne,"['Stephen Martines', 'Valerie Cruz']",2008-05-01
18808,Highway,James Cox,"['Jake Gyllenhaal', 'Selma Blair']",2002-01-01
95755,Small Apartments,Jonas Åkerlund,"['Matt Lucas', 'Juno Temple']",2012-03-10
198062,Coffee Town,Brad Copeland,"['Glenn Howerton', 'Steve Little']",2013-07-09
188652,The Ghastly Love of Johnny X,Paul Bunnell,"['Will Keenan', 'Creed Bratton']",2013-04-26
174311,All Is Bright,Phil Morrison,"['Paul Rudd', 'Paul Giamatti']",2013-09-10
12602,The Torture Chamber of Dr. Sadism,Harald Reinl,"['Lex Barker', 'Christopher Lee']",1967-10-05
153795,Straight A's,James Cox,"['Anna Paquin', 'Ryan Phillippe']",2013-01-16
17768,A Funny Thing Happened on the Way to the Forum,Richard Lester,"['Zero Mostel', 'Phil Silvers']",1966-10-16
13516,Slacker Uprising,Michael Moore,"['Michael Moore', 'Eddie Vedder']",2007-09-27
98549,The Legend of Hell's Gate: An American Conspiracy,Tanner Beard,"['Eric Balfour', 'Lou Taylor Pucci']",2011-03-03
312793,The Walking Deceased,Scott Dow,"['Tim Ogletree', 'Troy Ogletree']",2015-03-20
309919,The Curse of Downers Grove,Derick Martini,"['Bella Heathcote', 'Lucas Till']",2015-08-21
299553,Shark Lake,Jerry Dugan,"['Dolph Lundgren', 'James Chalke']",2015-10-02
21309,River's Edge,Tim Hunter,"['Crispin Glover', 'Keanu Reeves']",1986-08-27
32235,Northfork,Michael Polish,"['James Woods', 'Nick Nolte']",2003-01-01
329540,The Marine 4: Moving Target,William Kaufman,"['Mike Mizanin', 'Melissa Roxburgh']",2015-04-10
26388,Buried,Rodrigo Cortés,"['Ryan Reynolds', 'José Luis García Pérez']",2010-09-24
49020,Submarine,Richard Ayoade,"['Craig Roberts', 'Sally Hawkins']",2011-03-18
159037,The Square,Jehane Noujaim,"['Khalid Abdalla', 'Dina Abdullah']",2013-06-07
12838,One to Another,Jean-Marc Barr,"['Lizzie Brocheré', 'Arthur Dupont']",2006-07-21
157293,ABCD (Any Body Can Dance),Remo D'Souza,"['Prabhu Deva', 'Ganesh Acharya']",2013-02-07
14048,Man on Wire,James Marsh,"['Philippe Petit', 'Jean François Heckel']",2008-07-25
356987,Abandoned,John Laing,"['Dominic Purcell', 'Peter Feeney']",2015-08-30
295886,Brotherly Love,Jamal Hill,"['Keke Palmer', 'Cory Hardrict']",2015-04-24
38358,The Last Exorcism,Daniel Stamm,"['Ashley Bell', 'Patrick Fabian']",2010-08-27
33511,Nowhere Boy,Sam Taylor-Johnson,"['Aaron Taylor-Johnson', 'Anne-Marie Duff']",2009-12-25
702,A Streetcar Named Desire,Elia Kazan,"['Vivien Leigh', 'Marlon Brando']",1951-09-18
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Stanley Kubrick,"['Peter Sellers', 'George C. Scott']",1964-01-29
542,The Crime of Padre Amaro,Carlos Carrera,"['Gael García Bernal', 'Ana Claudia Talancón']",2002-10-01
84175,Beasts of the Southern Wild,Benh Zeitlin,"['Quvenzhané Wallis', 'Dwight Henry']",2012-06-29
1705,Battle for the Planet of the Apes,J. Lee Thompson,"['Roddy McDowall', 'Natalie Trundy']",1973-06-15
62677,Songcatcher,Maggie Greenwald,"['Janet McTeer', 'Michael Davis']",2001-03-01
50875,Higher Ground,Vera Farmiga,"['Vera Farmiga', 'Donna Murphy']",2011-08-26
260778,Vaalu,Vijay Chandar,"['Silambarasan', 'Hansika Motwani']",2015-08-14
58492,The Greatest Movie Ever Sold,Morgan Spurlock,"['Morgan Spurlock', 'Peter Berg']",2011-04-22
44562,Ed and His Dead Mother,Jonathan Wacks,"['Eric Christmas', 'Harper Roisman']",1993-06-04
37232,Travellers and Magicians,Khyentse Norbu,"['Tshewang Dendup', 'Sonam Lhamo']",2003-09-09
4929,Hang 'em High,Ted Post,"['Clint Eastwood', 'Inger Stevens']",1968-07-31
36334,Deadline - U.S.A.,Richard Brooks,"['Humphrey Bogart', 'Ethel Barrymore']",1952-03-14
9783,Sublime,Tony Krantz,"['Tom Cavanagh', 'Jeffrey Anderson-Gunter']",2007-06-15
386826,A Beginner's Guide to Snuff,Mitchell Altieri,"['Joey Kern', 'Luke Edwards']",2016-03-04
205126,Independence Daysaster,W.D. Hogan,"['Casey Dubois', 'Iain Belcher']",2013-06-27
98557,Dysfunctional Friends,Corey Grant,"['Stacey Dash', 'Reagan Gomez-Preston']",2012-02-03
104,Run Lola Run,Tom Tykwer,"['Franka Potente', 'Moritz Bleibtreu']",1998-08-20
10894,May,Lucky McKee,"['Angela Bettis', 'Jeremy Sisto']",2002-01-13
246449,Against the Wild,Richard Boddington,"['Natasha Henstridge', 'CJ Adams']",2013-12-29
32579,Under the Same Moon,Patricia Riggen,"['Kate del Castillo', 'Adrián Alonso Barona']",2008-03-20
1688,Conquest of the Planet of the Apes,J. Lee Thompson,"['Roddy McDowall', 'Don Murray']",1972-06-29
1999,In the Bedroom,Todd Field,"['Tom Wilkinson', 'Sissy Spacek']",2001-11-23
43947,I Spit on Your Grave,Steven R. Monroe,"['Sarah Butler', 'Daniel Franzese']",2010-06-17
24066,"Happy, Texas",Mark Illsley,"['Steve Zahn', 'William H. Macy']",1999-12-03
9709,My Summer of Love,Paweł Pawlikowski,"['Natalie Press', 'Emily Blunt']",2004-08-20
191714,The Lunchbox,Ritesh Batra,"['Irrfan Khan', 'Nimrat Kaur']",2013-09-19
25312,Yes,Sally Potter,"['Joan Allen', 'Simon Abkarian']",2005-08-05
34106,You Can't Take It With You,Frank Capra,"['Jean Arthur', 'Lionel Barrymore']",1938-08-23
11426,From Here to Eternity,Fred Zinnemann,"['Burt Lancaster', 'Montgomery Clift']",1953-08-04
13909,She Wore a Yellow Ribbon,John Ford,"['John Wayne', 'Joanne Dru']",1949-10-22
206284,Grace Unplugged,Brad J. Silverman,"['AJ Michalka', 'James Denton']",2013-10-04
27455,Foolish,Dave Meyers,"['Eddie Griffin', 'Master P']",1999-04-09
66468,N-Secure,David M. Matthews,"['Cordell Moore', 'Essence Atkins']",2010-10-15
7973,Caramel,Nadine Labaki,"['Nadine Labaki', 'Yasmine Al Massri']",2007-07-01
283686,Out of the Dark,Lluís Quílez,"['Julia Stiles', 'Scott Speedman']",2014-08-27
15976,The Bubble,Eytan Fox,"['Ohad Knoller', 'Yousef Sweid']",2006-06-06
592,The Conversation,Francis Ford Coppola,"['Gene Hackman', 'John Cazale']",1974-04-07
74084,Dil Jo Bhi Kahey...,Romesh Sharma,"['Amitabh Bachchan', 'Revathi']",2006-12-07
1651,Mississippi Mermaid,François Truffaut,"['Jean-Paul Belmondo', 'Catherine Deneuve']",1969-06-18
25428,I Love Your Work,Adam Goldberg,"['Marisa Coughlan', 'Judy Greer']",2003-10-05
298584,Cabin Fever,Travis Zariwny,"['Matthew Daddario', 'Samuel Davis']",2016-02-12
10758,Waitress,Adrienne Shelly,"['Keri Russell', 'Nathan Fillion']",2007-05-25
11690,Bloodsport,Newt Arnold,"['Jean-Claude Van Damme', 'Bolo Yeung']",1988-02-26
3083,Mr. Smith Goes to Washington,Frank Capra,"['James Stewart', 'Jean Arthur']",1939-10-19
9344,Kids,Larry Clark,"['Leo Fitzpatrick', 'Rosario Dawson']",1995-07-28
10707,The Squid and the Whale,Noah Baumbach,"['Jeff Daniels', 'Laura Linney']",2005-10-05
15647,Kissing Jessica Stein,Charles Herman-Wurmfeld,"['Jennifer Westfeldt', 'Tovah Feldshuh']",2001-04-21
308529,Kickboxer: Vengeance,John Stockwell,"['Alain Moussi', 'Dave Bautista']",2016-07-14
4174,Spellbound,Alfred Hitchcock,"['Ingrid Bergman', 'Gregory Peck']",1945-12-28
20156,Exotica,Atom Egoyan,"['Bruce Greenwood', 'Mia Kirshner']",1994-09-24
9464,Buffalo '66,Vincent Gallo,"['Vincent Gallo', 'Christina Ricci']",1998-01-20
49018,Insidious,James Wan,"['Patrick Wilson', 'Rose Byrne']",2010-09-13
13820,Repo Man,Alex Cox,"['Harry Dean Stanton', 'Emilio Estevez']",1984-02-20
18079,Nine Queens,Fabián Bielinsky,"['Ricardo Darín', 'Gastón Pauls']",2000-08-31
127918,The Gatekeepers,Dror Moreh,"['Ami Ayalon', 'Avraham Shalom']",2012-07-09
17113,The Ballad of Jack and Rose,Rebecca Miller,"['Daniel Day-Lewis', 'Camilla Belle']",2005-03-25
129139,The To Do List,Maggie Carey,"['Aubrey Plaza', 'Johnny Simmons']",2013-07-24
507,Killing Zoe,Roger Avary,"['Eric Stoltz', 'Julie Delpy']",1993-10-01
4012,The Believer,Henry Bean,"['Ryan Gosling', 'Summer Phoenix']",2001-01-19
14054,Snow Angels,David Gordon Green,"['Kate Beckinsale', 'Sam Rockwell']",2008-03-07
323271,Unsullied,Simeon Rice,"['Rusty Joiner', 'Murray Gray']",2015-08-28
10972,Session 9,Brad Anderson,"['Peter Mullan', 'David Caruso']",2001-08-10
13066,I Want Someone to Eat Cheese With,Jeff Garlin,"['Jeff Garlin', 'Sarah Silverman']",2006-01-01
66025,Mooz-lum,Qasim Basir,"['Nia Long', 'Danny Glover']",2011-02-11
11908,Hatchet,Adam Green,"['Joel David Moore', 'Tamara Feldman']",2006-04-27
3082,Modern Times,Charlie Chaplin,"['Charlie Chaplin', 'Paulette Goddard']",1936-02-05
39541,Stolen Summer,Pete Jones,"['Aidan Quinn', 'Bonnie Hunt']",2002-03-22
1961,My Name Is Bruce,Bruce Campbell,"['Bruce Campbell', 'Grace Thorsen']",2007-10-01
51820,The Salon,Mark Brown,"['Dondre Whitfield', 'Kym Whitley']",2005-01-13
291362,Road Hard,Adam Carolla,"['Adam Carolla', 'Diane Farr']",2015-03-06
30082,Forty Shades of Blue,Ira Sachs,"['Dina Korzun', 'Rip Torn']",2005-12-07
72913,Amigo,John Sayles,"['Chris Cooper', 'DJ Qualls']",2010-07-14
23963,Pontypool,Bruce McDonald,"['Stephen McHattie', 'Lisa Houle']",2009-03-06
29406,Trucker,James Mottern,"['Michelle Monaghan', 'Nathan Fillion']",2008-04-24
361505,Me You and Five Bucks,No Director Found,"['No Actors Found', 'No Actors Found']",2015-07-07
104755,The Lords of Salem,Rob Zombie,"['Sheri Moon Zombie', 'Bruce Davison']",2012-09-10
253306,Housebound,Gerard Johnstone,"[""Morgana O'Reilly"", 'Rima Te Wiata']",2014-09-04
29595,Wal-Mart: The High Cost of Low Price,Robert Greenwald,"['Lee Scott', 'Don Hunter']",2005-11-04
46729,Fetching Cody,David Ray,"['Jay Baruchel', 'Sarah Lind']",2005-10-01
294600,Last I Heard,David Rodriguez,"['Paul Sorvino', 'Chazz Palminteri']",2013-01-01
137347,Closer to the Moon,Nae Caranfil,"['Vera Farmiga', 'Mark Strong']",2013-11-29
290370,Mutant World,David Winning,"['Kim Coates', 'Holly Deveaux']",2014-09-27
426469,Growing Up Smith,Frank Lotito,"['Roni Akurati', 'Brighton Sharbino']",2017-02-03
356841,Checkmate,Timothy Woodward Jr.,"['Danny Glover', 'Sean Astin']",2015-07-03
301325,#Horror,Tara Subkoff,"['Taryn Manning', 'Natasha Lyonne']",2015-11-20
347755,Wind Walkers,Russell Friedenberg,"['Zane Holtz', 'Glen Powell']",2016-01-28
408,Snow White and the Seven Dwarfs,David Hand,"['Adriana Caselotti', 'Lucille La Verne']",1937-12-20
44413,The Holy Girl,Lucrecia Martel,"['María Alché', 'Mercedes Morán']",2004-05-06
39209,Shalako,Edward Dmytryk,"['Sean Connery', 'Brigitte Bardot']",1968-11-06
48463,Incident at Loch Ness,Zak Penn,"['Werner Herzog', 'Kitana Baker']",2004-12-17
394047,The Dog Lover,Alex Ranarivelo,"['Allison Paige', 'James Remar']",2016-07-08
312791,GirlHouse,Jon Knautz,"['Ali Cobrin', 'Erin Agostino']",2014-10-16
266034,The Blue Room,Mathieu Amalric,"['Mathieu Amalric', 'Léa Drucker']",2014-05-16
280381,House at the End of the Drive,David Worth,"['James Oliver', 'Jonathan Mangum']",2014-01-11
2661,Batman,Leslie H. Martinson,"['Adam West', 'Burt Ward']",1966-07-30
100,"Lock, Stock and Two Smoking Barrels",Guy Ritchie,"['Jason Flemyng', 'Dexter Fletcher']",1998-03-05
218500,The Ballad of Gregorio Cortez,Robert M. Young,"['Edward James Olmos', 'James Gammon']",1983-08-19
309,The Celebration,Thomas Vinterberg,"['Ulrich Thomsen', 'Henning Moritzen']",1998-05-20
27845,Trees Lounge,Steve Buscemi,"['Steve Buscemi', 'Chloë Sevigny']",1996-10-11
25784,Journey from the Fall,Ham Tran,"['Kiều Chinh', 'Long Nguyen']",2006-02-22
52790,The Basket,Rich Cowan,"['Peter Coyote', 'Karen Allen']",2000-05-05
100275,Eddie: The Sleepwalking Cannibal,Boris Rodriguez,"['Thure Lindhardt', 'Dylan Smith']",2012-04-22
295914,Queen of the Mountains,Sadyk Sher-Niyaz,"['Elina Abai Kyzy', 'Aziz Muradillayev']",2014-08-22
42033,Def-Con 4,Paul Donovan,"['Lenore Zann', 'Maury Chaykin']",1985-03-15
19187,The Hebrew Hammer,Jonathan Kesselman,"['Adam Goldberg', 'Judy Greer']",2003-01-01
46415,Neal 'n' Nikki,Arjun Sablok,"['Uday Chopra', 'Tanisha Mukherjee']",2005-12-09
38570,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,Craig Moss,"['Bryan Callen', 'Noureen DeWulf']",2010-06-08
27588,Forget Me Not,Tyler Oliver,"['Carly Schroeder', 'Cody Linley']",2009-10-22
223,Rebecca,Alfred Hitchcock,"['Laurence Olivier', 'Joan Fontaine']",1940-04-12
9725,Friday the 13th Part 2,Steve Miner,"['Amy Steel', 'John Furey']",1981-05-01
28580,The Lost Weekend,Billy Wilder,"['Ray Milland', 'Jane Wyman']",1945-11-25
23730,C.H.U.D.,Douglas Cheek,"['John Heard', 'Daniel Stern']",1984-08-31
84197,Filly Brown,Michael D. Olmos,"['Resmine Atis', 'Baby Bash']",2013-04-19
46256,The Lion of Judah,Deryck Broom,"['Georgina Cordova', 'Ernest Borgnine']",2011-06-03
19997,Niagara,Henry Hathaway,"['Marilyn Monroe', 'Joseph Cotten']",1953-01-21
43266,How Green Was My Valley,John Ford,"['Walter Pidgeon', ""Maureen O'Hara""]",1941-10-28
278316,Da Sweet Blood of Jesus,Spike Lee,"['Felicia Pearson', 'Zaraah Abrahams']",2014-06-22
1412,"Sex, Lies, and Videotape",Steven Soderbergh,"['Andie MacDowell', 'Peter Gallagher']",1989-08-18
176,Saw,James Wan,"['Cary Elwes', 'Danny Glover']",2004-10-01
39939,Super Troopers,Jay Chandrasekhar,"['Jay Chandrasekhar', 'Steve Lemme']",2001-01-18
357834,The Algerian,Giovanni Zelko,"['Ben Youcef', 'Candice Coke']",2015-08-07
215924,The Amazing Catfish,Claudia Sainte-Luce,"['Lisa Owen', 'Ximena Ayala']",2013-08-10
480,Monsoon Wedding,Mira Nair,"['Naseeruddin Shah', 'Lillete Dubey']",2001-08-30
14295,You Can Count on Me,Kenneth Lonergan,"['Laura Linney', 'Mark Ruffalo']",2000-11-17
11219,The Trouble with Harry,Alfred Hitchcock,"['Edmund Gwenn', 'John Forsythe']",1955-10-03
20770,But I'm a Cheerleader,Jamie Babbit,"['Natasha Lyonne', 'Brandt Wille']",1999-09-12
176124,Home Run,David Boyd,"['Scott Elrod', 'Dorian Brown']",2013-04-19
500,Reservoir Dogs,Quentin Tarantino,"['Harvey Keitel', 'Tim Roth']",1992-09-02
60400,The Blue Bird,Walter Lang,"['Shirley Temple', 'Spring Byington']",1940-01-19
429,"The Good, the Bad and the Ugly",Sergio Leone,"['Eli Wallach', 'Clint Eastwood']",1966-12-23
310569,The Second Mother,Anna Muylaert,"['Regina Casé', 'Michel Joelsas']",2015-02-08
98369,Blue Like Jazz,Steve Taylor,"['Marshall Allman', 'Claire Holt']",2012-04-13
114065,Down & Out With The Dolls,No Director Found,"['No Actors Found', 'No Actors Found']",2003-03-20
89750,"Pink Ribbons, Inc.",Léa Pool,"['Samantha King', 'Barbara Brenner']",2011-09-11
49951,Certifiably Jonathan,James David Pasternak,"['Jonathan Winters', 'Robin Williams']",2007-03-01
86331,Desire,Laurent Bouhnik,"['Déborah Révy', 'Hélène Zimmer']",2011-09-14
355629,The Blade of Don Juan,Tom Sanchez,"['Juan Carlos Montoya', 'Rodrigo Viaggio']",2013-10-27
16433,Grand Theft Parsons,David Caffrey,"['Johnny Knoxville', 'Christina Applegate']",2003-06-18
15544,Extreme Movie,Adam Jay Epstein,"['Patrick J. Adams', 'Ryan Pinkston']",2008-12-05
43884,The Charge of the Light Brigade,Michael Curtiz,"['Errol Flynn', 'Olivia de Havilland']",1936-10-20
107315,Below Zero,Justin Thomas Ostensen,"['Edward Furlong', 'Michael Berryman']",2011-10-22
137955,Crowsnest,No Director Found,"['No Actors Found', 'No Actors Found']",2012-01-01
13064,Airborne,Rob Bowman,"['Shane McDermott', 'Seth Green']",1993-09-17
59917,Cotton Comes to Harlem,Ossie Davis,"['Godfrey Cambridge', 'Raymond St. Jacques']",1970-05-27
157422,The Wicked Within,Jay Alaimo,"['Sienna Guillory', 'Gianni Capaldi']",2015-10-16
310933,Bleeding Hearts,Dylan Bank,"['Robert Loggia', 'Charles Durning']",2013-06-01
7553,Waiting...,Rob McKittrick,"['Ryan Reynolds', 'Anna Faris']",2005-10-07
12877,Dead Man's Shoes,Shane Meadows,"['Paddy Considine', 'Gary Stretch']",2004-09-29
39895,From a Whisper to a Scream,Jeff Burr,"['Vincent Price', 'Clu Gulager']",1987-09-25
102840,Sex With Strangers,No Director Found,"['No Actors Found', 'No Actors Found']",2002-02-22
55616,Dracula: Pages from a Virgin's Diary,Guy Maddin,"['Wei-Qiang Zhang', 'Tara Birtwhistle']",2002-02-28
29697,Faith Like Potatoes,Regardt van den Bergh,"['Frank Rautenbach', 'Jeanne Neilson']",2006-10-27
50037,Beyond the Black Rainbow,Panos Cosmatos,"['Michael Rogers', 'Scott Hylands']",2010-12-03
94329,The Raid,Gareth Evans,"['Iko Uwais', 'Joe Taslim']",2011-09-08
53502,The Dead Undead,Matthew R. Anderson,"['Luke Goss', 'Joshua Alba']",2010-05-13
202604,The Vatican Exorcisms,Joe Marino,['Joe Marino'],2013-05-29
289,Casablanca,Michael Curtiz,"['Humphrey Bogart', 'Ingrid Bergman']",1942-11-26
27374,Lake Mungo,Joel Anderson,"['Talia Zucker', 'Rosie Traynor']",2008-06-17
26815,Rocket Singh: Salesman of the Year,Shimit Amin,"['Ranbir Kapoor', 'Sumeet Darshan Dobhal']",2009-12-11
811,Silent Running,Douglas Trumbull,"['Bruce Dern', 'Cliff Potts']",1972-03-09
1366,Rocky,John G. Avildsen,"['Sylvester Stallone', 'Talia Shire']",1976-11-21
244776,The Sleepwalker,Mona Lerche,"['Christopher Abbott', 'Brady Corbet']",2014-01-20
5769,Tom Jones,Tony Richardson,"['Albert Finney', 'Susannah York']",1963-10-06
277685,Unfriended,Levan Gabriadze,"['Shelley Hennig', 'Moses Jacob Storm']",2015-04-17
103,Taxi Driver,Martin Scorsese,"['Robert De Niro', 'Cybill Shepherd']",1976-02-07
11298,The Howling,Joe Dante,"['Patrick Macnee', 'Dennis Dugan']",1981-04-03
646,Dr. No,Terence Young,"['Sean Connery', 'Ursula Andress']",1962-10-04
93856,Chernobyl Diaries,Bradley Parker,"['Jesse McCartney', 'Jonathan Sadowski']",2012-05-24
9003,Hellraiser,Clive Barker,"['Andrew Robinson', 'Clare Higgins']",1987-09-11
347126,God's Not Dead 2,Harold Cronk,"['Hayley Orrantia', 'Melissa Joan Hart']",2016-04-01
